date,     is_holiday, role,     description,
20080101, true , all      , 元旦,
20080102, false, all      , 工作日,
20080103, false, all      , 工作日,
20080104, false, all      , 工作日,
20080105, true , all      , 週六,
20080106, true , all      , 週日,
20080107, false, all      , 工作日,
20080108, false, all      , 工作日,
20080109, false, all      , 工作日,
20080110, false, all      , 工作日,
20080111, false, all      , 工作日,
20080112, true , all      , 週六,
20080113, true , all      , 週日,
20080114, false, all      , 工作日,
20080115, false, all      , 工作日,
20080116, false, all      , 工作日,
20080117, false, all      , 工作日,
20080118, false, all      , 工作日,
20080119, true , all      , 週六,
20080120, true , all      , 週日,
20080121, false, all      , 工作日,
20080122, false, all      , 工作日,
20080123, false, all      , 工作日,
20080124, false, all      , 工作日,
20080125, false, all      , 工作日,
20080126, true , all      , 週六,
20080127, true , all      , 週日,
20080128, false, all      , 工作日,
20080129, false, all      , 工作日,
20080130, false, all      , 工作日,
20080131, false, all      , 工作日,
20080201, false, all      , 工作日,
20080202, true , all      , 週六,
20080203, true , all      , 週日,
20080204, false, all      , 工作日,
20080205, false, all      , 工作日,
20080206, true , all      , 除夕,
20080207, true , all      , 春節,
20080208, true , all      , 春節,
20080209, true , all      , 春節,
20080210, true , all      , 週日,
20080211, true , all      , 春節補假,
20080212, false, all      , 工作日,
20080213, false, all      , 工作日,
20080214, false, all      , 工作日,
20080215, false, all      , 工作日,
20080216, true , all      , 週六,
20080217, true , all      , 週日,
20080218, false, all      , 工作日,
20080219, false, all      , 工作日,
20080220, false, all      , 工作日,
20080221, false, all      , 工作日,
20080222, false, all      , 工作日,
20080223, true , all      , 週六,
20080224, true , all      , 週日,
20080225, false, all      , 工作日,
20080226, false, all      , 工作日,
20080227, false, all      , 工作日,
20080228, true , all      , 和平紀念日,
20080229, false, all      , 工作日,
20080301, true , all      , 週六,
20080302, true , all      , 週日,
20080303, false, all      , 工作日,
20080304, false, all      , 工作日,
20080305, false, all      , 工作日,
20080306, false, all      , 工作日,
20080307, false, all      , 工作日,
20080308, true , all      , 週六,
20080309, true , all      , 週日,
20080310, false, all      , 工作日,
20080311, false, all      , 工作日,
20080312, false, all      , 工作日,
20080313, false, all      , 工作日,
20080314, false, all      , 工作日,
20080315, true , all      , 週六,
20080316, true , all      , 週日,
20080317, false, all      , 工作日,
20080318, false, all      , 工作日,
20080319, false, all      , 工作日,
20080320, false, all      , 工作日,
20080321, false, all      , 工作日,
20080322, true , all      , 週六,
20080323, true , all      , 週日,
20080324, false, all      , 工作日,
20080325, false, all      , 工作日,
20080326, false, all      , 工作日,
20080327, false, all      , 工作日,
20080328, false, all      , 工作日,
20080329, true , all      , 週六,
20080330, true , all      , 週日,
20080331, false, all      , 工作日,
20080401, false, all      , 工作日,
20080402, false, all      , 工作日,
20080403, false, all      , 工作日,
20080404, true , all      , 民族掃墓節,
20080405, true , all      , 週六,
20080406, true , all      , 週日,
20080407, false, all      , 工作日,
20080408, false, all      , 工作日,
20080409, false, all      , 工作日,
20080410, false, all      , 工作日,
20080411, false, all      , 工作日,
20080412, true , all      , 週六,
20080413, true , all      , 週日,
20080414, false, all      , 工作日,
20080415, false, all      , 工作日,
20080416, false, all      , 工作日,
20080417, false, all      , 工作日,
20080418, false, all      , 工作日,
20080419, true , all      , 週六,
20080420, true , all      , 週日,
20080421, false, all      , 工作日,
20080422, false, all      , 工作日,
20080423, false, all      , 工作日,
20080424, false, all      , 工作日,
20080425, false, all      , 工作日,
20080426, true , all      , 週六,
20080427, true , all      , 週日,
20080428, false, all      , 工作日,
20080429, false, all      , 工作日,
20080430, false, all      , 工作日,
20080501, true , labor    , 勞動節,
20080502, false, all      , 工作日,
20080503, true , all      , 週六,
20080504, true , all      , 週日,
20080505, false, all      , 工作日,
20080506, false, all      , 工作日,
20080507, false, all      , 工作日,
20080508, false, all      , 工作日,
20080509, false, all      , 工作日,
20080510, true , all      , 週六,
20080511, true , all      , 週日,
20080512, false, all      , 工作日,
20080513, false, all      , 工作日,
20080514, false, all      , 工作日,
20080515, false, all      , 工作日,
20080516, false, all      , 工作日,
20080517, true , all      , 週六,
20080518, true , all      , 週日,
20080519, false, all      , 工作日,
20080520, false, all      , 工作日,
20080521, false, all      , 工作日,
20080522, false, all      , 工作日,
20080523, false, all      , 工作日,
20080524, true , all      , 週六,
20080525, true , all      , 週日,
20080526, false, all      , 工作日,
20080527, false, all      , 工作日,
20080528, false, all      , 工作日,
20080529, false, all      , 工作日,
20080530, false, all      , 工作日,
20080531, true , all      , 週六,
20080601, true , all      , 週日,
20080602, false, all      , 工作日,
20080603, false, all      , 工作日,
20080604, false, all      , 工作日,
20080605, false, all      , 工作日,
20080606, false, all      , 工作日,
20080607, true , all      , 週六,
20080608, true , all      , 端午節,
20080609, false, all      , 工作日,
20080610, false, all      , 工作日,
20080611, false, all      , 工作日,
20080612, false, all      , 工作日,
20080613, false, all      , 工作日,
20080614, true , all      , 週六,
20080615, true , all      , 週日,
20080616, false, all      , 工作日,
20080617, false, all      , 工作日,
20080618, false, all      , 工作日,
20080619, false, all      , 工作日,
20080620, false, all      , 工作日,
20080621, true , all      , 週六,
20080622, true , all      , 週日,
20080623, false, all      , 工作日,
20080624, false, all      , 工作日,
20080625, false, all      , 工作日,
20080626, false, all      , 工作日,
20080627, false, all      , 工作日,
20080628, true , all      , 週六,
20080629, true , all      , 週日,
20080630, false, all      , 工作日,
20080701, false, all      , 工作日,
20080702, false, all      , 工作日,
20080703, false, all      , 工作日,
20080704, false, all      , 工作日,
20080705, true , all      , 週六,
20080706, true , all      , 週日,
20080707, false, all      , 工作日,
20080708, false, all      , 工作日,
20080709, false, all      , 工作日,
20080710, false, all      , 工作日,
20080711, false, all      , 工作日,
20080712, true , all      , 週六,
20080713, true , all      , 週日,
20080714, false, all      , 工作日,
20080715, false, all      , 工作日,
20080716, false, all      , 工作日,
20080717, false, all      , 工作日,
20080718, false, all      , 工作日,
20080719, true , all      , 週六,
20080720, true , all      , 週日,
20080721, false, all      , 工作日,
20080722, false, all      , 工作日,
20080723, false, all      , 工作日,
20080724, false, all      , 工作日,
20080725, false, all      , 工作日,
20080726, true , all      , 週六,
20080727, true , all      , 週日,
20080728, false, all      , 工作日,
20080729, false, all      , 工作日,
20080730, false, all      , 工作日,
20080731, false, all      , 工作日,
20080801, false, all      , 工作日,
20080802, true , all      , 週六,
20080803, true , all      , 週日,
20080804, false, all      , 工作日,
20080805, false, all      , 工作日,
20080806, false, all      , 工作日,
20080807, false, all      , 工作日,
20080808, false, all      , 工作日,
20080809, true , all      , 週六,
20080810, true , all      , 週日,
20080811, false, all      , 工作日,
20080812, false, all      , 工作日,
20080813, false, all      , 工作日,
20080814, false, all      , 工作日,
20080815, false, all      , 工作日,
20080816, true , all      , 週六,
20080817, true , all      , 週日,
20080818, false, all      , 工作日,
20080819, false, all      , 工作日,
20080820, false, all      , 工作日,
20080821, false, all      , 工作日,
20080822, false, all      , 工作日,
20080823, true , all      , 週六,
20080824, true , all      , 週日,
20080825, false, all      , 工作日,
20080826, false, all      , 工作日,
20080827, false, all      , 工作日,
20080828, false, all      , 工作日,
20080829, false, all      , 工作日,
20080830, true , all      , 週六,
20080831, true , all      , 週日,
20080901, false, all      , 工作日,
20080902, false, all      , 工作日,
20080903, true , soldier  , 軍人節,
20080904, false, all      , 工作日,
20080905, false, all      , 工作日,
20080906, true , all      , 週六,
20080907, true , all      , 週日,
20080908, false, all      , 工作日,
20080909, false, all      , 工作日,
20080910, false, all      , 工作日,
20080911, false, all      , 工作日,
20080912, false, all      , 工作日,
20080913, true , all      , 週六,
20080914, true , all      , 中秋節,
20080915, false, all      , 工作日,
20080916, false, all      , 工作日,
20080917, false, all      , 工作日,
20080918, false, all      , 工作日,
20080919, false, all      , 工作日,
20080920, true , all      , 週六,
20080921, true , all      , 週日,
20080922, false, all      , 工作日,
20080923, false, all      , 工作日,
20080924, false, all      , 工作日,
20080925, false, all      , 工作日,
20080926, false, all      , 工作日,
20080927, true , all      , 週六,
20080928, true , all      , 週日,
