date,     is_holiday, role,     description,
20230101, true , all     , 開國紀念日,
20230102, true , all     , 補假,
20230103, false, all     , 工作日,
20230104, false, all     , 工作日,
20230105, false, all     , 工作日,
20230106, false, all     , 工作日,
20230107, false, all     , 補行上班,
20230108, true , all     , 週日,
20230109, false, all     , 工作日,
20230110, false, all     , 工作日,
20230111, false, all     , 工作日,
20230112, false, all     , 工作日,
20230113, false, all     , 工作日,
20230114, true , all     , 週六,
20230115, true , all     , 週日,
20230116, false, all     , 工作日,
20230117, false, all     , 工作日,
20230118, false, all     , 工作日,
20230119, false, all     , 工作日,
20230120, true , all     , 小年夜,
20230121, true , all     , 農曆除夕,
20230122, true , all     , 春節,
20230123, true , all     , 春節,
20230124, true , all     , 春節,
20230125, true , all     , 補假,
20230126, true , all     , 補假,
20230127, true , all     , 調整放假,
20230128, true , all     , 週六,
20230129, true , all     , 週日,
20230130, false, all     , 工作日,
20230131, false, all     , 工作日,
20230201, false, all     , 工作日,
20230202, false, all     , 工作日,
20230203, false, all     , 工作日,
20230204, false, all     , 補行上班,
20230205, true , all     , 週日,
20230206, false, all     , 工作日,
20230207, false, all     , 工作日,
20230208, false, all     , 工作日,
20230209, false, all     , 工作日,
20230210, false, all     , 工作日,
20230211, true , all     , 週六,
20230212, true , all     , 週日,
20230213, false, all     , 工作日,
20230214, false, all     , 工作日,
20230215, false, all     , 工作日,
20230216, false, all     , 工作日,
20230217, false, all     , 工作日,
20230218, false, all     , 補行上班,
20230219, true , all     , 週日,
20230220, false, all     , 工作日,
20230221, false, all     , 工作日,
20230222, false, all     , 工作日,
20230223, false, all     , 工作日,
20230224, false, all     , 工作日,
20230225, true , all     , 週六,
20230226, true , all     , 週日,
20230227, true , all     , 調整放假,
20230228, true , all     , 和平紀念日,
20230301, false, all     , 工作日,
20230302, false, all     , 工作日,
20230303, false, all     , 工作日,
20230304, true , all     , 週六,
20230305, true , all     , 週日,
20230306, false, all     , 工作日,
20230307, false, all     , 工作日,
