date,     is_holiday, role,     description,
20100713, false, all      , 工作日,
20100714, false, all      , 工作日,
20100715, false, all      , 工作日,
20100716, false, all      , 工作日,
20100717, true , all      , 週六,
20100718, true , all      , 週日,
20100719, false, all      , 工作日,
20100720, false, all      , 工作日,
20100721, false, all      , 工作日,
20100722, false, all      , 工作日,
20100723, false, all      , 工作日,
20100724, true , all      , 週六,
20100725, true , all      , 週日,
20100726, false, all      , 工作日,
20100727, false, all      , 工作日,
20100728, false, all      , 工作日,
20100729, false, all      , 工作日,
20100730, false, all      , 工作日,
20100731, true , all      , 週六,
20100801, true , all      , 週日,
20100802, false, all      , 工作日,
20100803, false, all      , 工作日,
20100804, false, all      , 工作日,
20100805, false, all      , 工作日,
20100806, false, all      , 工作日,
20100807, true , all      , 週六,
20100808, true , all      , 週日,
20100809, false, all      , 工作日,
20100810, false, all      , 工作日,
20100811, false, all      , 工作日,
20100812, false, all      , 工作日,
20100813, false, all      , 工作日,
20100814, true , all      , 週六,
20100815, true , all      , 週日,
20100816, false, all      , 工作日,
20100817, false, all      , 工作日,
20100818, false, all      , 工作日,
20100819, false, all      , 工作日,
20100820, false, all      , 工作日,
20100821, true , all      , 週六,
20100822, true , all      , 週日,
20100823, false, all      , 工作日,
20100824, false, all      , 工作日,
20100825, false, all      , 工作日,
20100826, false, all      , 工作日,
20100827, false, all      , 工作日,
20100828, true , all      , 週六,
20100829, true , all      , 週日,
20100830, false, all      , 工作日,
20100831, false, all      , 工作日,
20100901, false, all      , 工作日,
20100902, false, all      , 工作日,
20100903, true , soldier  , 軍人節,
20100904, true , all      , 週六,
20100905, true , all      , 週日,
20100906, false, all      , 工作日,
20100907, false, all      , 工作日,
20100908, false, all      , 工作日,
20100909, false, all      , 工作日,
20100910, false, all      , 工作日,
20100911, true , all      , 週六,
20100912, true , all      , 週日,
20100913, false, all      , 工作日,
20100914, false, all      , 工作日,
20100915, false, all      , 工作日,
20100916, false, all      , 工作日,
20100917, false, all      , 工作日,
20100918, true , all      , 週六,
20100919, true , all      , 週日,
20100920, false, all      , 工作日,
20100921, false, all      , 工作日,
20100922, true , all      , 中秋節,
20100923, false, all      , 工作日,
20100924, false, all      , 工作日,
20100925, true , all      , 週六,
20100926, true , all      , 週日,
20100927, false, all      , 工作日,
20100928, false, all      , 工作日,
20100929, false, all      , 工作日,
20100930, false, all      , 工作日,
20101001, false, all      , 工作日,
20101002, true , all      , 週六,
20101003, true , all      , 週日,
20101004, false, all      , 工作日,
20101005, false, all      , 工作日,
20101006, false, all      , 工作日,
20101007, false, all      , 工作日,
20101008, false, all      , 工作日,
20101009, true , all      , 週六,
20101010, true , all      , 國慶日,
20101011, false, all      , 工作日,
20101012, false, all      , 工作日,
20101013, false, all      , 工作日,
20101014, false, all      , 工作日,
20101015, false, all      , 工作日,
20101016, true , all      , 週六,
20101017, true , all      , 週日,
20101018, false, all      , 工作日,
20101019, false, all      , 工作日,
20101020, false, all      , 工作日,
20101021, false, all      , 工作日,
20101022, false, all      , 工作日,
20101023, true , all      , 週六,
20101024, true , all      , 週日,
20101025, false, all      , 工作日,
20101026, false, all      , 工作日,
20101027, false, all      , 工作日,
20101028, false, all      , 工作日,
20101029, false, all      , 工作日,
20101030, true , all      , 週六,
20101031, true , all      , 週日,
20101101, false, all      , 工作日,
20101102, false, all      , 工作日,
20101103, false, all      , 工作日,
20101104, false, all      , 工作日,
20101105, false, all      , 工作日,
20101106, true , all      , 週六,
20101107, true , all      , 週日,
20101108, false, all      , 工作日,
20101109, false, all      , 工作日,
20101110, false, all      , 工作日,
20101111, false, all      , 工作日,
20101112, false, all      , 工作日,
20101113, true , all      , 週六,
20101114, true , all      , 週日,
20101115, false, all      , 工作日,
20101116, false, all      , 工作日,
20101117, false, all      , 工作日,
20101118, false, all      , 工作日,
20101119, false, all      , 工作日,
20101120, true , all      , 週六,
20101121, true , all      , 週日,
20101122, false, all      , 工作日,
20101123, false, all      , 工作日,
20101124, false, all      , 工作日,
20101125, false, all      , 工作日,
20101126, false, all      , 工作日,
20101127, true , all      , 週六,
20101128, true , all      , 週日,
20101129, false, all      , 工作日,
20101130, false, all      , 工作日,
20101201, false, all      , 工作日,
20101202, false, all      , 工作日,
20101203, false, all      , 工作日,
20101204, true , all      , 週六,
20101205, true , all      , 週日,
20101206, false, all      , 工作日,
20101207, false, all      , 工作日,
20101208, false, all      , 工作日,
20101209, false, all      , 工作日,
20101210, false, all      , 工作日,
20101211, true , all      , 週六,
20101212, true , all      , 週日,
20101213, false, all      , 工作日,
20101214, false, all      , 工作日,
20101215, false, all      , 工作日,
20101216, false, all      , 工作日,
20101217, false, all      , 工作日,
20101218, true , all      , 週六,
20101219, true , all      , 週日,
20101220, false, all      , 工作日,
20101221, false, all      , 工作日,
20101222, false, all      , 工作日,
20101223, false, all      , 工作日,
20101224, false, all      , 工作日,
20101225, true , all      , 週六,
20101226, true , all      , 週日,
20101227, false, all      , 工作日,
20101228, false, all      , 工作日,
20101229, false, all      , 工作日,
20101230, false, all      , 工作日,
20101231, false, all      , 工作日,
