date,     is_holiday, role,     description,
20070101, true , all      , 元旦,
20070102, false, all      , 工作日,
20070103, false, all      , 工作日,
20070104, false, all      , 工作日,
20070105, false, all      , 工作日,
20070106, true , all      , 週六,
20070107, true , all      , 週日,
20070108, false, all      , 工作日,
20070109, false, all      , 工作日,
20070110, false, all      , 工作日,
20070111, false, all      , 工作日,
20070112, false, all      , 工作日,
20070113, true , all      , 週六,
20070114, true , all      , 週日,
20070115, false, all      , 工作日,
20070116, false, all      , 工作日,
20070117, false, all      , 工作日,
20070118, false, all      , 工作日,
20070119, false, all      , 工作日,
20070120, true , all      , 週六,
20070121, true , all      , 週日,
20070122, false, all      , 工作日,
20070123, false, all      , 工作日,
20070124, false, all      , 工作日,
20070125, false, all      , 工作日,
20070126, false, all      , 工作日,
20070127, true , all      , 週六,
20070128, true , all      , 週日,
20070129, false, all      , 工作日,
20070130, false, all      , 工作日,
20070131, false, all      , 工作日,
20070201, false, all      , 工作日,
20070202, false, all      , 工作日,
20070203, true , all      , 週六,
20070204, true , all      , 週日,
20070205, false, all      , 工作日,
20070206, false, all      , 工作日,
20070207, false, all      , 工作日,
20070208, false, all      , 工作日,
20070209, false, all      , 工作日,
20070210, true , all      , 週六,
20070211, true , all      , 週日,
20070212, false, all      , 工作日,
20070213, false, all      , 工作日,
20070214, false, all      , 工作日,
20070215, false, all      , 工作日,
20070216, false, all      , 工作日,
20070217, true , all      , 除夕,
20070218, true , all      , 春節,
20070219, true , all      , 春節,
20070220, true , all      , 春節,
20070221, true , all      , 春節補假,
20070222, true , all      , 春節補假,
20070223, true , all      , 調整放假,
20070224, false, all      , 補上班,
20070225, true , all      , 週日,
20070226, false, all      , 工作日,
20070227, false, all      , 工作日,
20070228, true , all      , 和平紀念日,
20070301, false, all      , 工作日,
20070302, false, all      , 工作日,
20070303, true , all      , 週六,
20070304, true , all      , 週日,
20070305, false, all      , 工作日,
20070306, false, all      , 工作日,
20070307, false, all      , 工作日,
20070308, false, all      , 工作日,
20070309, false, all      , 工作日,
20070310, true , all      , 週六,
20070311, true , all      , 週日,
20070312, false, all      , 工作日,
20070313, false, all      , 工作日,
20070314, false, all      , 工作日,
20070315, false, all      , 工作日,
20070316, false, all      , 工作日,
20070317, true , all      , 週六,
20070318, true , all      , 週日,
20070319, false, all      , 工作日,
20070320, false, all      , 工作日,
20070321, false, all      , 工作日,
20070322, false, all      , 工作日,
20070323, false, all      , 工作日,
20070324, true , all      , 週六,
20070325, true , all      , 週日,
20070326, false, all      , 工作日,
20070327, false, all      , 工作日,
20070328, false, all      , 工作日,
20070329, false, all      , 工作日,
20070330, false, all      , 工作日,
20070331, true , all      , 週六,
20070401, true , all      , 週日,
20070402, false, all      , 工作日,
20070403, false, all      , 工作日,
20070404, false, all      , 工作日,
20070405, true , all      , 民族掃墓節,
20070406, true , all      , 調整放假,
20070407, true , all      , 週六,
20070408, true , all      , 週日,
20070409, false, all      , 工作日,
20070410, false, all      , 工作日,
20070411, false, all      , 工作日,
20070412, false, all      , 工作日,
20070413, false, all      , 工作日,
20070414, false, all      , 補上班,
20070415, true , all      , 週日,
20070416, false, all      , 工作日,
20070417, false, all      , 工作日,
20070418, false, all      , 工作日,
20070419, false, all      , 工作日,
20070420, false, all      , 工作日,
20070421, true , all      , 週六,
20070422, true , all      , 週日,
20070423, false, all      , 工作日,
20070424, false, all      , 工作日,
20070425, false, all      , 工作日,
20070426, false, all      , 工作日,
20070427, false, all      , 工作日,
20070428, true , all      , 週六,
20070429, true , all      , 週日,
20070430, false, all      , 工作日,
20070501, true , labor    , 勞動節,
20070502, false, all      , 工作日,
20070503, false, all      , 工作日,
20070504, false, all      , 工作日,
20070505, true , all      , 週六,
20070506, true , all      , 週日,
20070507, false, all      , 工作日,
20070508, false, all      , 工作日,
20070509, false, all      , 工作日,
20070510, false, all      , 工作日,
20070511, false, all      , 工作日,
20070512, true , all      , 週六,
20070513, true , all      , 週日,
20070514, false, all      , 工作日,
20070515, false, all      , 工作日,
20070516, false, all      , 工作日,
20070517, false, all      , 工作日,
20070518, false, all      , 工作日,
20070519, true , all      , 週六,
20070520, true , all      , 週日,
20070521, false, all      , 工作日,
20070522, false, all      , 工作日,
20070523, false, all      , 工作日,
20070524, false, all      , 工作日,
20070525, false, all      , 工作日,
20070526, true , all      , 週六,
20070527, true , all      , 週日,
20070528, false, all      , 工作日,
20070529, false, all      , 工作日,
20070530, false, all      , 工作日,
20070531, false, all      , 工作日,
20070601, false, all      , 工作日,
20070602, true , all      , 週六,
20070603, true , all      , 週日,
20070604, false, all      , 工作日,
20070605, false, all      , 工作日,
20070606, false, all      , 工作日,
20070607, false, all      , 工作日,
20070608, false, all      , 工作日,
20070609, true , all      , 週六,
20070610, true , all      , 週日,
20070611, false, all      , 工作日,
20070612, false, all      , 工作日,
20070613, false, all      , 工作日,
20070614, false, all      , 工作日,
20070615, false, all      , 工作日,
20070616, true , all      , 週六,
20070617, true , all      , 週日,
20070618, true , all      , 調整放假,
20070619, true , all      , 端午節,
20070620, false, all      , 工作日,
20070621, false, all      , 工作日,
20070622, false, all      , 工作日,
20070623, false, all      , 補上班,
20070624, true , all      , 週日,
20070625, false, all      , 工作日,
20070626, false, all      , 工作日,
20070627, false, all      , 工作日,
20070628, false, all      , 工作日,
20070629, false, all      , 工作日,
20070630, true , all      , 週六,
20070701, true , all      , 週日,
20070702, false, all      , 工作日,
20070703, false, all      , 工作日,
20070704, false, all      , 工作日,
20070705, false, all      , 工作日,
20070706, false, all      , 工作日,
20070707, true , all      , 週六,
20070708, true , all      , 週日,
20070709, false, all      , 工作日,
20070710, false, all      , 工作日,
20070711, false, all      , 工作日,
20070712, false, all      , 工作日,
20070713, false, all      , 工作日,
20070714, true , all      , 週六,
20070715, true , all      , 週日,
20070716, false, all      , 工作日,
20070717, false, all      , 工作日,
20070718, false, all      , 工作日,
20070719, false, all      , 工作日,
20070720, false, all      , 工作日,
20070721, true , all      , 週六,
20070722, true , all      , 週日,
20070723, false, all      , 工作日,
20070724, false, all      , 工作日,
20070725, false, all      , 工作日,
20070726, false, all      , 工作日,
20070727, false, all      , 工作日,
20070728, true , all      , 週六,
20070729, true , all      , 週日,
20070730, false, all      , 工作日,
20070731, false, all      , 工作日,
20070801, false, all      , 工作日,
20070802, false, all      , 工作日,
20070803, false, all      , 工作日,
20070804, true , all      , 週六,
20070805, true , all      , 週日,
20070806, false, all      , 工作日,
20070807, false, all      , 工作日,
20070808, false, all      , 工作日,
20070809, false, all      , 工作日,
20070810, false, all      , 工作日,
20070811, true , all      , 週六,
20070812, true , all      , 週日,
20070813, false, all      , 工作日,
20070814, false, all      , 工作日,
20070815, false, all      , 工作日,
20070816, false, all      , 工作日,
20070817, false, all      , 工作日,
20070818, true , all      , 週六,
20070819, true , all      , 週日,
20070820, false, all      , 工作日,
20070821, false, all      , 工作日,
20070822, false, all      , 工作日,
20070823, false, all      , 工作日,
20070824, false, all      , 工作日,
20070825, true , all      , 週六,
20070826, true , all      , 週日,
20070827, false, all      , 工作日,
20070828, false, all      , 工作日,
20070829, false, all      , 工作日,
20070830, false, all      , 工作日,
20070831, false, all      , 工作日,
20070901, true , all      , 週六,
20070902, true , all      , 週日,
20070903, true , soldier  , 軍人節,
20070904, false, all      , 工作日,
20070905, false, all      , 工作日,
20070906, false, all      , 工作日,
20070907, false, all      , 工作日,
20070908, true , all      , 週六,
20070909, true , all      , 週日,
20070910, false, all      , 工作日,
20070911, false, all      , 工作日,
20070912, false, all      , 工作日,
20070913, false, all      , 工作日,
20070914, false, all      , 工作日,
20070915, true , all      , 週六,
20070916, true , all      , 週日,
20070917, false, all      , 工作日,
20070918, false, all      , 工作日,
20070919, false, all      , 工作日,
20070920, false, all      , 工作日,
20070921, false, all      , 工作日,
20070922, true , all      , 週六,
20070923, true , all      , 週日,
20070924, true , all      , 調整放假,
20070925, true , all      , 中秋節,
20070926, false, all      , 工作日,
20070927, false, all      , 工作日,
20070928, false, all      , 工作日,
20070929, false, all      , 補上班,
20070930, true , all      , 週日,
20071001, false, all      , 工作日,
20071002, false, all      , 工作日,
20071003, false, all      , 工作日,
20071004, false, all      , 工作日,
20071005, false, all      , 工作日,
20071006, true , all      , 週六,
20071007, true , all      , 週日,
20071008, false, all      , 工作日,
20071009, false, all      , 工作日,
20071010, true , all      , 國慶日,
20071011, false, all      , 工作日,
20071012, false, all      , 工作日,
20071013, true , all      , 週六,
20071014, true , all      , 週日,
20071015, false, all      , 工作日,
20071016, false, all      , 工作日,
20071017, false, all      , 工作日,
20071018, false, all      , 工作日,
20071019, false, all      , 工作日,
20071020, true , all      , 週六,
20071021, true , all      , 週日,
20071022, false, all      , 工作日,
20071023, false, all      , 工作日,
20071024, false, all      , 工作日,
20071025, false, all      , 工作日,
20071026, false, all      , 工作日,
20071027, true , all      , 週六,
20071028, true , all      , 週日,
20071029, false, all      , 工作日,
20071030, false, all      , 工作日,
20071031, false, all      , 工作日,
20071101, false, all      , 工作日,
20071102, false, all      , 工作日,
20071103, true , all      , 週六,
20071104, true , all      , 週日,
20071105, false, all      , 工作日,
20071106, false, all      , 工作日,
20071107, false, all      , 工作日,
20071108, false, all      , 工作日,
20071109, false, all      , 工作日,
20071110, true , all      , 週六,
20071111, true , all      , 週日,
20071112, false, all      , 工作日,
20071113, false, all      , 工作日,
20071114, false, all      , 工作日,
20071115, false, all      , 工作日,
20071116, false, all      , 工作日,
20071117, true , all      , 週六,
20071118, true , all      , 週日,
20071119, false, all      , 工作日,
20071120, false, all      , 工作日,
20071121, false, all      , 工作日,
20071122, false, all      , 工作日,
20071123, false, all      , 工作日,
20071124, true , all      , 週六,
20071125, true , all      , 週日,
20071126, false, all      , 工作日,
20071127, false, all      , 工作日,
20071128, false, all      , 工作日,
20071129, false, all      , 工作日,
20071130, false, all      , 工作日,
20071201, true , all      , 週六,
20071202, true , all      , 週日,
20071203, false, all      , 工作日,
20071204, false, all      , 工作日,
20071205, false, all      , 工作日,
20071206, false, all      , 工作日,
20071207, false, all      , 工作日,
20071208, true , all      , 週六,
20071209, true , all      , 週日,
20071210, false, all      , 工作日,
20071211, false, all      , 工作日,
20071212, false, all      , 工作日,
20071213, false, all      , 工作日,
20071214, false, all      , 工作日,
20071215, true , all      , 週六,
20071216, true , all      , 週日,
20071217, false, all      , 工作日,
20071218, false, all      , 工作日,
20071219, false, all      , 工作日,
20071220, false, all      , 工作日,
20071221, false, all      , 工作日,
20071222, true , all      , 週六,
20071223, true , all      , 週日,
20071224, false, all      , 工作日,
20071225, false, all      , 工作日,
20071226, false, all      , 工作日,
20071227, false, all      , 工作日,
20071228, false, all      , 工作日,
20071229, true , all      , 週六,
20071230, true , all      , 週日,
20071231, false, all      , 工作日,
