date,     is_holiday, role,     description, 
19990101, true,       all,      元旦,        
19990102, true,       all,      元旦補假,
19990103, true,       all,      週日,
19990104, false,      all,      工作日,
19990105, false,      all,      工作日,
19990106, false,      all,      工作日,
19990107, false,      all,      工作日,
19990108, false,      all,      工作日,
19990109, true,       all,      週六,
19990110, true,       all,      週日,
19990111, false,      all,      工作日,
19990112, false,      all,      工作日,
19990113, false,      all,      工作日,
19990114, false,      all,      工作日,
19990115, false,      all,      工作日,
19990116, false,      all,      工作日,
19990117, true,       all,      週日,
19990118, false,      all,      工作日,
19990119, false,      all,      工作日,
19990120, false,      all,      工作日,
19990121, false,      all,      工作日,
19990122, false,      all,      工作日,
19990123, true,       all,      週六,
19990124, true,       all,      週日,
19990125, false,      all,      工作日,
19990126, false,      all,      工作日,
19990127, false,      all,      工作日,
19990128, false,      all,      工作日,
19990129, false,      all,      工作日,
19990130, false,      all,      工作日,
19990131, true,       all,      週日,
19990201, false,      all,      工作日,
19990202, false,      all,      工作日,
19990203, false,      all,      工作日,
19990204, false,      all,      工作日,
19990205, false,      all,      工作日,
19990206, false,      all,      工作日,
19990207, true,       all,      週日,
19990208, false,      all,      工作日,
19990209, false,      all,      工作日,
19990210, false,      all,      工作日,
19990211, false,      all,      工作日,
19990212, false,      all,      工作日,
19990213, true,       all,      週六,
19990214, true,       all,      週日,
19990215, true,       all,      除夕,
19990216, true,       all,      春節,
19990217, true,       all,      春節,
19990218, true,       all,      春節,
19990219, false,      all,      工作日,
19990220, false,      all,      工作日,
19990221, true,       all,      週日,
19990222, false,      all,      工作日,
19990223, false,      all,      工作日,
19990224, false,      all,      工作日,
19990225, false,      all,      工作日,
19990226, false,      all,      工作日,
19990227, true,       all,      週六,
19990228, true,       all,      週日(和平紀念日),
19990301, false,      all,      工作日,
19990302, false,      all,      工作日,
19990303, false,      all,      工作日,
19990304, false,      all,      工作日,
19990305, false,      all,      工作日,
19990306, false,      all,      工作日,
19990307, true,       all,      週日,
19990308, false,      all,      工作日,
19990309, false,      all,      工作日,
19990310, false,      all,      工作日,
19990311, false,      all,      工作日,
19990312, false,      all,      工作日,
19990313, true,       all,      週六,
19990314, true,       all,      週日,
19990315, false,      all,      工作日,
19990316, false,      all,      工作日,
19990317, false,      all,      工作日,
19990318, false,      all,      工作日,
19990319, false,      all,      工作日,
19990320, false,      all,      工作日,
19990321, true,       all,      週日,
19990322, false,      all,      工作日,
19990323, false,      all,      工作日,
19990324, false,      all,      工作日,
19990325, false,      all,      工作日,
19990326, false,      all,      工作日,
19990327, true,       all,      週六,
19990328, true,       all,      週日,
19990329, false,      all,      青年節,
19990330, false,      all,      工作日,
19990331, false,      all,      工作日,
19990401, false,      all,      工作日,
19990402, false,      all,      工作日,
19990403, false,      all,      工作日,
19990404, true,       all,      婦幼節,
19990405, true,       all,      民族掃墓節,
19990406, false,      all,      工作日,
19990407, false,      all,      工作日,
19990408, false,      all,      工作日,
19990409, false,      all,      工作日,
19990410, true,       all,      週六,
19990411, true,       all,      週日,
19990412, false,      all,      工作日,
19990413, false,      all,      工作日,
19990414, false,      all,      工作日,
19990415, false,      all,      工作日,
19990416, false,      all,      工作日,
19990417, false,      all,      工作日,
19990418, true,       all,      週日,
19990419, false,      all,      工作日,
19990420, false,      all,      工作日,
19990421, false,      all,      工作日,
19990422, false,      all,      工作日,
19990423, false,      all,      工作日,
19990424, true,       all,      週六,
19990425, true,       all,      週日,
19990426, false,      all,      工作日,
19990427, false,      all,      工作日, 
19990428, false,      all,      工作日,
19990429, false,      all,      工作日,
19990430, false,      all,      工作日,
19990501, true,       labor,    勞動節,
19990502, true,       all,      週日,
19990503, false,      all,      工作日,
19990504, false,      all,      工作日,
19990505, false,      all,      工作日,
19990506, false,      all,      工作日,
19990507, false,      all,      工作日,
19990508, true,       all,      週六,
19990509, true,       all,      週日,
19990510, false,      all,      工作日,
19990511, false,      all,      工作日, 
19990512, false,      all,      工作日,
19990513, false,      all,      工作日,
19990514, false,      all,      工作日,
19990515, false,      all,      工作日,
19990516, true,       all,      週日,
19990517, false,      all,      工作日,
19990518, false,      all,      工作日,
19990519, false,      all,      工作日,
19990520, false,      all,      工作日,
19990521, false,      all,      工作日,
19990522, true,       all,      週六,
19990523, true,       all,      週日,
19990524, false,      all,      工作日,
19990525, false,      all,      工作日, 
19990526, false,      all,      工作日,
19990527, false,      all,      工作日,
19990528, false,      all,      工作日,
19990529, false,      all,      工作日,
19990530, true,       all,      週日,
19990531, false,      all,      工作日,
19990601, false,      all,      工作日,
19990602, false,      all,      工作日,
19990603, false,      all,      工作日,
19990604, false,      all,      工作日,
19990605, false,      all,      工作日, 
19990606, true,       all,      週日,
19990607, false,      all,      工作日,
19990608, false,      all,      工作日, 
19990609, false,      all,      工作日,
19990610, false,      all,      工作日,
19990611, false,      all,      工作日,
19990612, true,       all,      週六,
19990613, true,       all,      週日,
19990614, false,      all,      工作日,
19990615, false,      all,      工作日,
19990616, false,      all,      工作日,
19990617, false,      all,      工作日,
19990618, true,       all,      端午節,
19990619, true,       all,      端午節補假, 
19990620, true,       all,      週日,
19990621, false,      all,      工作日,
19990622, false,      all,      工作日,
19990623, false,      all,      工作日, 
19990624, false,      all,      工作日,
19990625, false,      all,      工作日,
19990626, true,       all,      週六,
19990627, true,       all,      週日,
19990628, false,      all,      工作日,
19990629, false,      all,      工作日,
19990630, false,      all,      工作日,
19990701, false,      all,      工作日,
19990702, false,      all,      工作日,
19990703, false,      all,      工作日,
19990704, true,       all,      週日,
19990705, false,      all,      工作日,
19990706, false,      all,      工作日,
19990707, false,      all,      工作日,
19990708, false,      all,      工作日,
19990709, false,      all,      工作日,
19990710, true,       all,      週六,
19990711, true,       all,      週日,
19990712, false,      all,      工作日,
19990713, false,      all,      工作日,
19990714, false,      all,      工作日,
19990715, false,      all,      工作日,
19990716, false,      all,      工作日,
19990717, false,      all,      工作日,
19990718, true,       all,      週日,
19990719, false,      all,      工作日,
19990720, false,      all,      工作日,
19990721, false,      all,      工作日,
19990722, false,      all,      工作日,
19990723, false,      all,      工作日,
19990724, true,       all,      週六,
19990725, true,       all,      週日,
19990726, false,      all,      工作日,
