date,     is_holiday, role,     description, 
20010101, true,       all,      元旦,
20010102, false,      all,      工作日,
20010103, false,      all,      工作日,
20010104, false,      all,      工作日,
20010105, false,      all,      工作日,
20010106, true,       all,      週六,
20010107, true,       all,      週日,
20010108, false,      all,      工作日,
20010109, false,      all,      工作日,
20010110, false,      all,      工作日,
20010111, false,      all,      工作日,
20010112, false,      all,      工作日, 
20010113, true,       all,      週六,
20010114, true,       all,      週日,
20010115, false,      all,      工作日,
20010116, false,      all,      工作日,
20010117, false,      all,      工作日,
20010118, false,      all,      工作日,
20010119, false,      all,      工作日,
20010120, false,      all,      彈性放假補班,
20010121, true,       all,      週日,
20010122, true,       all,      彈性放假,
20010123, true,       all,      除夕,
20010124, true,       all,      春節,
20010125, true,       all,      春節,
20010126, true,       all,      春節,
20010127, true,       all,      週六,
20010128, true,       all,      週日,
20010129, false,      all,      工作日,
20010130, false,      all,      工作日,
20010131, false,      all,      工作日,
20010201, false,      all,      工作日,
20010202, false,      all,      工作日,
20010203, true,       all,      週六,
20010204, true,       all,      週日,
20010205, false,      all,      工作日,
20010206, false,      all,      工作日,
20010207, false,      all,      工作日,
20010208, false,      all,      工作日,
20010209, false,      all,      工作日,
20010210, true,       all,      週六,
20010211, true,       all,      週日,
20010212, false,      all,      工作日,
20010213, false,      all,      工作日,
20010214, false,      all,      工作日,
20010215, false,      all,      工作日,
20010216, false,      all,      工作日,
20010217, true,       all,      週六,
20010218, true,       all,      週日,
20010219, false,      all,      工作日,
20010220, false,      all,      工作日,
20010221, false,      all,      工作日,
20010222, false,      all,      工作日,
20010223, false,      all,      工作日,
20010224, true,       all,      週六,
20010225, true,       all,      週日,
20010226, false,      all,      工作日,
20010227, false,      all,      工作日,
20010228, true,       all,      和平紀念日,
20010301, false,      all,      工作日,
20010302, false,      all,      工作日,
20010303, true,       all,      週六,
20010304, true,       all,      週日,
20010305, false,      all,      工作日,
20010306, false,      all,      工作日,
20010307, false,      all,      工作日,
20010308, false,      all,      工作日,
20010309, false,      all,      工作日,
20010310, true,       all,      週六,
20010311, true,       all,      週日,
20010312, false,      all,      工作日,
20010313, false,      all,      工作日,
20010314, false,      all,      工作日,
20010315, false,      all,      工作日,
20010316, false,      all,      工作日,
20010317, true,       all,      週六,
20010318, true,       all,      週日,
20010319, false,      all,      工作日,
20010320, false,      all,      工作日,
20010321, false,      all,      工作日,
20010322, false,      all,      工作日,
20010323, false,      all,      工作日,
20010324, true,       all,      週六,
20010325, true,       all,      週日,
20010326, false,      all,      工作日,
20010327, false,      all,      工作日,
20010328, false,      all,      工作日,
20010329, false,      all,      青年節,
20010330, false,      all,      工作日,
20010331, true,       all,      週六,
20010401, true,       all,      週日,
20010402, false,      all,      工作日,
20010403, false,      all,      工作日,
20010404, false,      all,      婦幼節,
20010405, true,       all,      民族掃墓節,
20010406, false,      all,      工作日,
20010407, true,       all,      週六,
20010408, true,       all,      週日,
20010409, false,      all,      工作日,
20010410, false,      all,      工作日,
20010411, false,      all,      工作日,
20010412, false,      all,      工作日,
20010413, false,      all,      工作日,
20010414, true,       all,      週六,
20010415, true,       all,      週日,
20010416, false,      all,      工作日,
20010417, false,      all,      工作日,
20010418, false,      all,      工作日,
20010419, false,      all,      工作日,
20010420, false,      all,      工作日,
20010421, true,       all,      週六,
20010422, true,       all,      週日,
20010423, false,      all,      工作日,
20010424, false,      all,      工作日, 
20010425, false,      all,      工作日,
20010426, false,      all,      工作日,
20010427, false,      all,      工作日,
20010428, true,       all,      週六,
20010429, true,       all,      週日,
20010430, false,      all,      工作日,
20010501, true,       labor,    勞動節,
20010502, false,      all,      工作日,
20010503, false,      all,      工作日,
20010504, false,      all,      工作日,
20010505, true,       all,      週六,
20010506, true,       all,      週日,
20010507, false,      all,      工作日,
20010508, false,      all,      工作日, 
20010509, false,      all,      工作日,
20010510, false,      all,      工作日,
20010511, false,      all,      工作日,
20010512, true,       all,      週六,
20010513, true,       all,      週日,
20010514, false,      all,      工作日,
20010515, false,      all,      工作日,
20010516, false,      all,      工作日,
20010517, false,      all,      工作日,
20010518, false,      all,      工作日,
20010519, true,       all,      週六,
20010520, true,       all,      週日,
