date,     is_holiday, role,     description,
20210101, true , all     , 開國紀念日,
20210102, true , all     , 週六,
20210103, true , all     , 週日,
20210104, false, none    , 工作日,
20210105, false, none    , 工作日,
20210106, false, none    , 工作日,
20210107, false, none    , 工作日,
20210108, false, none    , 工作日,
20210109, true , all     , 週六,
20210110, true , all     , 週日,
20210111, false, none    , 工作日,
20210112, false, none    , 工作日,
20210113, false, none    , 工作日,
20210114, false, none    , 工作日,
20210115, false, none    , 工作日,
20210116, true , all     , 週六,
20210117, true , all     , 週日,
20210118, false, none    , 工作日,
20210119, false, none    , 工作日,
20210120, false, none    , 工作日,
20210121, false, none    , 工作日,
20210122, false, none    , 工作日,
20210123, true , all     , 週六,
20210124, true , all     , 週日,
20210125, false, none    , 工作日,
20210126, false, none    , 工作日,
20210127, false, none    , 工作日,
20210128, false, none    , 工作日,
20210129, false, none    , 工作日,
20210130, true , all     , 週六,
20210131, true , all     , 週日,
20210201, false, none    , 工作日,
20210202, false, none    , 工作日,
20210203, false, none    , 工作日,
20210204, false, none    , 工作日,
20210205, false, none    , 工作日,
20210206, true , all     , 週六,
20210207, true , all     , 週日,
20210208, false, none    , 工作日,
20210209, false, none    , 工作日,
20210210, true , all     , 調整放假,
20210211, true , all     , 農曆除夕,
20210212, true , all     , 春節,
20210213, true , all     , 春節,
20210214, true , all     , 春節,
20210215, true , all     , 補假,
20210216, true , all     , 補假,
20210217, false, none    , 工作日,
20210218, false, none    , 工作日,
20210219, false, none    , 工作日,
20210220, false, none    , 補行上班,
20210221, true , all     , 週日,
20210222, false, none    , 工作日,
20210223, false, none    , 工作日,
20210224, false, none    , 工作日,
20210225, false, none    , 工作日,
20210226, false, none    , 工作日,
20210227, true , all     , 週六,
20210228, true , all     , 和平紀念日,
20210301, true , all     , 補假,
20210302, false, none    , 工作日,
20210303, false, none    , 工作日,
20210304, false, none    , 工作日,
20210305, false, none    , 工作日,
20210306, true , all     , 週六,
20210307, true , all     , 週日,
20210308, false, none    , 工作日,
20210309, false, none    , 工作日,
20210310, false, none    , 工作日,
20210311, false, none    , 工作日,
20210312, false, none    , 工作日,
20210313, true , all     , 週六,
